One ^cd1++++=One
aspect ^nn++++=aspect
of ^in++++=of
back ^jjb+atrb+++=back
vowels ^vb++++=vowels
that ^tht+vcmp+subj++=that
is ^vbz+bez+vrb++=is
under ^in++++=under-described,
- ^zz++++=EXTRAWORD
described ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
for ^in++++=for
the ^ati++++=the
Us ^pp1o+pp1+++=US
South ^np+pl+++=South,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
their ^pp$+pp3+++=their
formant ^jj+atrb+++=formant
dynamics ^nn++++=dynamics.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
research ^nn++++=research
questions ^nns+nom+++=questions
therefore ^rb+cnj+++=therefore
focus ^nn++++=focus
on ^in++++=on
the ^ati++++=the
formant ^jj+atrb+++=formant
trajectories ^nns++++=trajectories
of ^in++++=of
back ^jjb+atrb+++=back
vowels ^nns++++=vowels.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
test ^nn++++=test
whether ^cs+who+++=whether
their ^pp$+pp3+++=their
shape ^nn++++=shape
and ^cc++++=and
relative ^jj+atrb+++=relative
position ^nn+nom+++=position
vary ^vb++++=vary,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
gender ^nn++++=gender
and ^cc++++=and
across ^in+pl+++=across
generational ^jj+atrb+++=generational
time ^nn++++=time,
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
Dass ^&fw++++=DASS.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
corpus ^nn++++=corpus
is ^vbz+bez+vrb++=is
an ^at++++=an
ideal ^jj+atrb+++=ideal
test ^nn++++=test
bed ^nn++++=bed
for ^in++++=for
an ^at++++=an
investigation ^nn+nom+++=investigation
of ^in++++=of
back ^jjb+atrb+++=back
vowels ^nns++++=vowels
because ^cs+cos+++=because
its ^pp$+it+++=its
speakers ^nns+nom+++=speakers
are ^vb+ber+vrb++=are
a ^at++++=a
cross ^jj++++=cross-section
- ^zz++++=EXTRAWORD
section ^nn+nom+++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
population ^nn+nom+++=population
through ^in++++=through
which ^whp+rel+pied++=which
sound ^jj+atrb+++=sound
changes ^nns++++=changes
spread ^vbd+++xvbn+=spread
within ^in++++=within
the ^ati++++=the
South ^np+pl+++=South.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
vowels ^nns++++=vowels
affected ^vwbn+++xvbn+=affected
by ^in++++=by
Bvf ^np+++??+=BVF,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
expect ^vb+vprv+++=expect
variable ^nn++++=variable
fronting ^vwbg+++xvbg+=fronting
across ^in+pl+++=across
phonemes ^nns++++=phonemes
and ^cc++++=and
also ^rb++++=also
allophones ^nns+++??+=allophones
in ^in++++=in
postcoronal ^jj+atrb+++=postcoronal
contexts ^nns++++=contexts
versus ^in++++=versus
elsewhere ^rb+cnj+++=elsewhere,
, ^zz++++=EXTRAWORD
as ^in++++=as
described ^nn++++=described
in ^in++++=in
more ^rbr++++=more
detail ^nn++++=detail
in ^in++++=in
section ^nn+nom+++=section
2 ^zz++++=2
. ^zz++++=.
Our ^pp$+pp1+++=Our
analysis ^nn++++=analysis
of ^in++++=of
the ^ati++++=the
low ^jj+atrb+++=low
back ^jjb+atrb+++=back
vowels ^nns++++=vowels
thought ^vbd+++xvbn+=thought
and ^cc++++=and
lot ^nn++++=lot
, ^zz++++=,
discussed ^xvbn+++xvbn+=discussed
further ^jjb++++=further
in ^in++++=in
section ^nn+nom+++=section
2.1 ^cd++++=2.1
, ^zz++++=,
evaluates ^nns+nom+++=evaluates
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
merger ^nn++++=merger.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
the ^ati++++=the
social ^jj+atrb+++=social
factors ^nns++++=factors
of ^in++++=of
gender ^nn++++=gender
and ^cc++++=and
generation ^nn+nom+++=generation
are ^vb+ber+aux++=are
concerned ^vpsv++agls+xvbnx+=concerned,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
test ^nn++++=test
whether ^cs+who+++=whether
women ^nns++++=women
and ^cc++++=and
men ^nns++++=men
are ^vb+ber+vrb++=are
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
stage ^nn++++=stage
of ^in++++=of
ongoing ^xvbg+++xvbg+=ongoing
back ^rp++++=back-vowel
- ^zz++++=EXTRAWORD
vowel ^nn+++??+=EXTRAWORD
changes ^nns++++=changes.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
hypothesize ^vb++++=hypothesize
that ^tht+vcmp+++=that
across ^rp+pl+++=across
generations ^nns+nom+++=generations,
, ^zz++++=EXTRAWORD
younger ^jjr+atrb+++=younger
speakers ^nns+nom+++=speakers
have ^vb+hv+aux++=have
more ^rbr++splt++=more
advanced ^vprf+++xvbnx+=advanced
Bvf ^np+++??+=BVF,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
anticipate ^nn+nom+++=anticipate
little ^jj+atrb+++=little
evidence ^nn+nom+++=evidence
of ^in++++=of
a ^at++++=a
low ^jj+atrb+++=low
back ^jjb+atrb+++=back
merger ^nn++++=merger,
, ^zz++++=EXTRAWORD
except ^in++++=except
in ^in++++=in
the ^ati++++=the
youngest ^jjt+atrb+++=youngest
generation ^nn+nom+++=generation.
. ^zz++++=EXTRAWORD
